HR,SBP,DBP,MAP,CO,SV,CVP,RR,SpO2,Scenario,Alarm
35.5,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.5,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.4,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.4,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.4,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,92,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.3,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.2,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.1,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,91,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
35.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.8,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.7,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.6,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.5,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.4,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.3,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.2,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.2,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.2,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.2,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.2,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.2,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.2,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.2,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.2,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.2,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.2,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.1,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
34.0,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
33.9,0,0,0,0.0,0,0,16,90,Arrest,LOW MAP
